Posted On,Rent,BHK,Bathroom,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Point of Contact
06/07/2022,400000,4,6,7000,Lower Basement out of 2,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Agent
05/07/2022,9000,1,1,890,4 out of 5,Carpet Area,Ameenpur,Hyderabad,Semi-Furnished,Bachelors,Contact Owner
14/06/2022,30000,3,3,1606,9 out of 19,Super Area,Peeramcheru,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,6500,1,1,650,Ground out of 3,Super Area,"Quthbullapur, NH 7",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
28/06/2022,6000,2,1,600,3 out of 4,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
06/07/2022,45000,2,2,1350,20 out of 35,Carpet Area,Gachibowli,Hyderabad,Furnished,Bachelors,Contact Agent
28/06/2022,15000,2,2,1050,1 out of 4,Super Area,"Venkata Ramana Colony, Nagole",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
22/06/2022,16000,2,3,1600,1 out of 2,Super Area,Old Alwal,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,22000,3,3,1840,3 out of 6,Super Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,12000,2,2,1100,5 out of 6,Super Area,Serilingampally,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,13000,2,2,800,2 out of 3,Super Area,Qutub Shahi Tombs,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,10000,2,2,800,Ground out of 3,Super Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
20/05/2022,15000,2,2,1100,1 out of 5,Super Area,"Boduppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,15000,3,3,2000,Ground out of 1,Super Area,"Bongloor, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,9000,1,1,750,2 out of 5,Super Area,Balanagar,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,20000,3,2,1650,3 out of 5,Super Area,"Pocharam, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
01/06/2022,6500,2,2,600,2 out of 2,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
21/06/2022,45000,3,4,2352,1 out of 5,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,Contact Owner
05/07/2022,42000,3,3,2671,2 out of 14,Carpet Area,Whitefields,Hyderabad,Semi-Furnished,Family,Contact Owner
20/05/2022,12000,2,2,550,1 out of 4,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,24000,3,4,1700,1 out of 5,Super Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,16000,2,2,1050,2 out of 2,Carpet Area,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
07/07/2022,20000,6,4,2400,Ground out of 1,Super Area,"Mallikarjuna Nagar, Secunderabad",Hyderabad,Unfurnished,Family,Contact Owner
02/07/2022,15000,2,2,800,1 out of 2,Super Area,Vijaya Puri Colony,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
16/05/2022,15000,2,2,1000,2 out of 3,Super Area,"Koti, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,8000,2,2,1100,2 out of 3,Super Area,"Uppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,6500,1,1,160,Ground out of 1,Super Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
09/06/2022,22000,2,2,1230,5 out of 5,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Family,Contact Owner
12/05/2022,6200,1,1,500,Ground out of 5,Super Area,Ram nagar,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,9000,1,1,300,2 out of 4,Super Area,Begumpet,Hyderabad,Furnished,Bachelors/Family,Contact Owner
04/06/2022,9000,2,2,1156,Ground out of 2,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors,Contact Owner
12/05/2022,15000,2,2,1100,2 out of 4,Super Area,Old Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
14/06/2022,15000,2,2,1250,3 out of 4,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors,Contact Owner
12/06/2022,15000,3,3,900,1,Super Area,"Malakpet, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
16/05/2022,6800,1,1,650,2 out of 3,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,5000,1,1,350,2 out of 3,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,12000,2,2,1500,Ground out of 3,Super Area,Akhilandeswari Nagar,Hyderabad,Furnished,Bachelors/Family,Contact Owner
12/05/2022,12000,2,2,100,Ground out of 3,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,12000,2,2,900,2 out of 4,Super Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
03/06/2022,18000,2,2,990,3 out of 3,Super Area,"Somajiguda, NH 9",Hyderabad,Furnished,Bachelors/Family,Contact Owner
21/06/2022,25000,3,3,1700,5 out of 5,Super Area,Kompally,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
28/06/2022,15000,2,2,900,3 out of 6,Super Area,"Moosarambagh, NH 9",Hyderabad,Furnished,Bachelors/Family,Contact Owner
14/05/2022,23000,3,3,1700,2 out of 5,Super Area,Hyderabad,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
20/05/2022,10500,2,2,1050,Ground out of 3,Super Area,Hastinapuram,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
10/05/2022,37000,3,3,1550,3 out of 5,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,16000,2,2,1050,1 out of 2,Carpet Area,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,25000,3,3,1600,4 out of 5,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
29/06/2022,14000,2,2,1250,1 out of 4,Super Area,Ram Bagh Colony,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,10000,2,1,700,3 out of 4,Super Area,Old Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,12500,2,2,1100,2 out of 3,Super Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,15000,2,1,850,3 out of 5,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
25/06/2022,35000,3,3,1700,2 out of 3,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors,Contact Owner
09/05/2022,30000,3,3,1800,1 out of 5,Carpet Area,Raj Bhawan Road,Hyderabad,Furnished,Bachelors/Family,Contact Owner
16/05/2022,8000,1,1,520,3 out of 5,Super Area,"New Boiguda, Boiguda",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,7000,2,2,800,Ground out of 1,Super Area,Rampally,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,5500,1,1,67,Ground out of 1,Super Area,Jagadgiri Gutta,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,5000,1,1,500,2 out of 3,Super Area,"Peerzadiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,8500,2,2,1060,2 out of 5,Super Area,Dammaiguda,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
16/05/2022,8000,2,1,900,Ground out of 2,Super Area,"Uppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,Contact Owner
12/05/2022,16000,2,1,1650,Ground out of 3,Super Area,Kapra,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,7500,2,2,800,2 out of 4,Super Area,Meerpet,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,35000,6,7,3400,Ground out of 2,Super Area,Rampally,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
06/07/2022,8000,3,1,1100,2 out of 5,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Agent
21/06/2022,45000,2,2,1492,4 out of 31,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Agent
06/07/2022,9000,3,1,1100,1 out of 4,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Agent
14/06/2022,60000,4,3,2990,3 out of 13,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
21/06/2022,70000,3,3,2780,4 out of 26,Super Area,Nanakram Guda,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Agent
02/05/2022,9000,2,2,1100,1 out of 2,Carpet Area,Aminpur,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,11000,2,2,90,Ground out of 5,Super Area,Shaikpet,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
25/06/2022,5800,2,2,760,1 out of 2,Super Area,Ali Bagh Kala pather,Hyderabad,Unfurnished,Family,Contact Owner
06/05/2022,9000,1,1,600,Ground out of 4,Super Area,Yeshwanthpur,Hyderabad,Furnished,Bachelors/Family,Contact Owner
28/05/2022,18000,2,2,940,6 out of 10,Super Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Agent
06/07/2022,45000,3,3,1742,24 out of 33,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,Family,Contact Agent
02/06/2022,55000,3,3,2000,Ground out of 12,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Agent
25/05/2022,9500,1,1,800,3 out of 4,Super Area,"Yousufguda, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
06/05/2022,35000,3,3,1800,1 out of 3,Super Area,Deepthisri nagar colony,Hyderabad,Furnished,Bachelors/Family,Contact Owner
07/05/2022,7500,2,2,1350,Ground out of 1,Super Area,Rampally,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
20/05/2022,25000,3,3,1685,Ground out of 5,Super Area,"Pocharam, NH 2 2",Hyderabad,Furnished,Bachelors/Family,Contact Owner
16/05/2022,12500,2,3,1250,Ground out of 2,Super Area,"Quthbullapur, NH 7",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
05/07/2022,22000,3,3,1800,1 out of 2,Carpet Area,Old Bowenpally,Hyderabad,Semi-Furnished,Family,Contact Owner
25/06/2022,7500,2,2,853,4 out of 5,Super Area,Kapra,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
06/07/2022,42000,3,3,2000,4 out of 17,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,Family,Contact Agent
12/05/2022,8000,1,1,800,Ground out of 2,Super Area,Adikmet,Hyderabad,Furnished,Bachelors/Family,Contact Owner
23/06/2022,20000,2,1,1200,Ground out of 1,Super Area,Shaikpet,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
10/07/2022,19000,2,2,1100,5 out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Agent
06/07/2022,14000,1,1,550,1 out of 5,Carpet Area,Kondapur,Hyderabad,Unfurnished,Bachelors,Contact Agent
11/06/2022,200000,4,6,4761,1 out of 35,Carpet Area,K P H B Phase 4,Hyderabad,Semi-Furnished,Bachelors,Contact Owner
29/06/2022,18500,2,2,920,3 out of 5,Carpet Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Family,Contact Owner
29/06/2022,38000,3,2,1400,4 out of 6,Carpet Area,Madhapur,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
10/07/2022,67000,3,3,2310,3 out of 17,Super Area,Madhapur,Hyderabad,Semi-Furnished,Family,Contact Agent
12/05/2022,5000,2,2,650,2 out of 3,Super Area,Balanagar,Hyderabad,Unfurnished,Family,Contact Owner
06/06/2022,25000,1,2,700,5 out of 5,Carpet Area,"Dwarakapuri, Punjagutta, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,7000,1,1,300,1 out of 3,Super Area,"Khairatabad, NH 7",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,10000,4,2,100,1 out of 3,Super Area,Old Nallakunta,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
02/05/2022,25000,2,2,1050,1 out of 5,Carpet Area,"Siddhi Vinayak Nagar, Madhapur",Hyderabad,Furnished,Bachelors/Family,Contact Owner
02/07/2022,11000,2,2,1125,1 out of 2,Super Area,"Gandhamguda, Bairagiguda",Hyderabad,Unfurnished,Bachelors,Contact Owner
02/07/2022,17000,4,4,1600,2 out of 5,Super Area,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
17/06/2022,47000,3,3,2400,1 out of 3,Super Area,"Banjara Hills, NH 9",Hyderabad,Furnished,Bachelors/Family,Contact Agent
10/06/2022,10000,2,2,650,3 out of 5,Super Area,Vandanapuri colony,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
30/04/2022,7500,1,1,1000,Ground out of 2,Super Area,"Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,10000,2,2,900,1 out of 3,Super Area,Jagadgiri Gutta,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
24/05/2022,11000,2,3,1250,1 out of 3,Super Area,Hyderabad Shah Guda,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
28/06/2022,21000,2,2,1020,8 out of 9,Super Area,"Boduppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,Contact Owner
31/05/2022,15000,3,2,1270,1,Carpet Area,Tarnaka,Hyderabad,Furnished,Family,Contact Owner
25/05/2022,7500,1,1,600,3 out of 4,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
14/06/2022,6500,1,1,500,2 out of 3,Carpet Area,"Tellapur, Outer Ring Road",Hyderabad,Unfurnished,Bachelors,Contact Owner
23/06/2022,7500,2,2,800,2 out of 2,Super Area,"Uppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
02/07/2022,15000,3,2,1500,2 out of 4,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,11000,2,2,1200,2 out of 3,Super Area,BHEL,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
06/07/2022,23000,3,3,1900,1 out of 2,Carpet Area,"Pragathi Nagar, Kukatpally",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
30/04/2022,11000,2,2,950,2 out of 4,Super Area,Nagole,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
30/04/2022,8000,1,1,300,1 out of 3,Super Area,Allwyn Colony,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
02/07/2022,13000,2,2,1250,Ground out of 1,Super Area,"Tellapur, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
09/05/2022,17000,2,2,1200,2 out of 4,Super Area,"Srini kunj Anasuya Enclave, Lingampally, Kachiguda, Hyderabad",Hyderabad,Unfurnished,Bachelors,Contact Owner
09/07/2022,16000,2,2,1100,2 out of 4,Super Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
06/07/2022,12000,2,2,1100,2 out of 4,Super Area,Prem nagar-Erragadda,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
18/06/2022,20000,2,2,1500,1 out of 2,Super Area,Jeedimetla,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
06/05/2022,18000,3,2,1400,4 out of 5,Super Area,"Saidabad Colony, Sayeedabad",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
06/07/2022,50000,3,3,1742,11 out of 35,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,Contact Agent
30/06/2022,23000,2,2,1250,2 out of 4,Carpet Area,"Somajiguda, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Agent
20/05/2022,16500,1,1,650,1 out of 6,Super Area,"Banjara Hills, NH 9",Hyderabad,Furnished,Bachelors/Family,Contact Owner
06/07/2022,25000,3,2,1545,4 out of 6,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Bachelors/Family,Contact Owner
29/04/2022,13000,1,2,700,1 out of 2,Carpet Area,"Mythri Nagar, Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
06/07/2022,12000,2,2,1600,1 out of 5,Super Area,Dr A.S. Rao Nagar,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
06/07/2022,37000,3,3,1700,Ground out of 15,Super Area,Gopanapalli,Hyderabad,Furnished,Bachelors/Family,Contact Owner
06/07/2022,6500,2,2,920,Ground out of 27,Super Area,Moula Ali,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
14/06/2022,13000,2,2,1115,3 out of 5,Carpet Area,"Bhagya Nagar Colony, Secunderabad",Hyderabad,Unfurnished,Family,Contact Owner
09/05/2022,17500,3,2,1000,2 out of 4,Carpet Area,"Opp. Deccan college, Darusalam",Hyderabad,Semi-Furnished,Family,Contact Owner
18/06/2022,15000,2,2,1200,3 out of 5,Super Area,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
14/06/2022,4000,1,1,500,2 out of 3,Super Area,Almasguda,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
22/06/2022,15000,3,2,1850,1 out of 1,Super Area,"Tarapuri Colony, Secunderabad",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
30/04/2022,9000,1,2,600,2 out of 2,Super Area,Secretariat Hills,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
02/07/2022,13000,2,2,200,3 out of 3,Carpet Area,Puppalaguda,Hyderabad,Unfurnished,Family,Contact Owner
20/05/2022,25000,3,3,1500,1 out of 4,Super Area,Serilingampally,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
29/06/2022,37000,3,3,2100,10 out of 20,Super Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Agent
22/06/2022,25000,3,3,1250,1 out of 3,Super Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
08/05/2022,13000,1,1,800,3 out of 4,Super Area,Hyderabad,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
15/06/2022,20000,3,2,1450,1 out of 5,Super Area,"Rethibowli, Mehdipatnam",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
29/06/2022,37000,3,3,1960,8 out of 20,Super Area,aparna sarovar grande,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Agent
29/06/2022,40000,3,3,1965,10 out of 14,Super Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Agent
29/06/2022,45000,3,3,1834,15 out of 30,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Agent
29/06/2022,44000,3,3,1834,12 out of 30,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Agent
16/05/2022,15000,2,2,1150,1 out of 4,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
29/06/2022,37000,3,3,1800,10 out of 20,Super Area,"Nallagandla, Serilingampally",Hyderabad,Furnished,Bachelors/Family,Contact Agent
07/06/2022,12000,2,2,1000,3 out of 5,Super Area,Vidya Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
14/06/2022,8000,2,2,1200,1 out of 3,Super Area,Dharmapuri Colony,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
20/05/2022,30000,3,5,2000,1 out of 1,Super Area,Mithila Nagar-Banjara Hills,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
14/06/2022,12000,1,1,700,3 out of 4,Super Area,Serilingampally,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
14/06/2022,6000,1,1,400,2 out of 3,Super Area,"Peerzadiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
25/05/2022,9500,2,2,1250,1 out of 1,Super Area,"Akshya nagar, Raghavendra colony, Road no:4,Boduppal",Hyderabad,Furnished,Bachelors/Family,Contact Owner
14/06/2022,10000,1,1,500,1 out of 3,Super Area,Toli Chowki,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
27/06/2022,16000,3,3,1550,1 out of 4,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
06/07/2022,20000,2,2,1000,2 out of 4,Super Area,Sri Nagar Colony,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
17/06/2022,10000,2,2,1200,1 out of 2,Carpet Area,"Jaya Puri Colony, Nagole",Hyderabad,Unfurnished,Family,Contact Owner
11/05/2022,13000,2,2,1200,2 out of 3,Carpet Area,"Dilsukh Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
03/05/2022,17000,2,2,1200,5 out of 5,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors,Contact Owner
06/07/2022,15000,2,2,1800,Ground out of 1,Super Area,Dammaiguda,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
07/07/2022,10000,2,2,1100,5 out of 5,Super Area,Kapra,Hyderabad,Furnished,Family,Contact Owner
11/06/2022,25000,3,2,1650,3 out of 4,Carpet Area,Begumpet,Hyderabad,Semi-Furnished,Bachelors,Contact Owner
26/06/2022,15000,3,3,225,Ground out of 1,Carpet Area,"Ragannaguda, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
06/07/2022,11000,1,1,550,4 out of 6,Super Area,Qutub Shahi Tombs,Hyderabad,Furnished,Bachelors/Family,Contact Owner
14/06/2022,7500,1,1,350,2 out of 4,Super Area,Gudimalkapur,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
10/06/2022,15000,2,1,600,1 out of 2,Super Area,"Murad Nagar, Lal Darwaza, Falaknuma Road",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
25/05/2022,7500,1,1,500,2 out of 3,Super Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
01/05/2022,11000,2,2,1100,Ground out of 5,Super Area,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
29/06/2022,15000,2,2,1205,3 out of 5,Super Area,"Pocharam, Hyderabad near infosys",Hyderabad,Furnished,Bachelors/Family,Contact Owner
12/05/2022,9500,2,1,1200,Ground out of 2,Super Area,Tarnaka,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
09/06/2022,5000,1,1,540,2 out of 3,Super Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
05/07/2022,20000,3,4,1800,2 out of 2,Carpet Area,Manigunda,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,8500,1,1,500,2 out of 3,Super Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
29/05/2022,9000,2,2,1200,Ground out of 2,Super Area,Manneguda,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
16/05/2022,15000,2,2,1180,4 out of 5,Super Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
06/07/2022,20000,2,2,1000,4 out of 5,Super Area,Asif Nagar,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
30/06/2022,11500,2,2,675,3 out of 3,Carpet Area,"Bhagya Nagar Colony, Secunderabad",Hyderabad,Unfurnished,Bachelors,Contact Owner
06/06/2022,13000,3,2,1450,2 out of 5,Super Area,Bachupally,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
14/06/2022,11000,1,1,100,2 out of 5,Super Area,B.S.Maktha,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
21/05/2022,6000,1,1,500,1 out of 3,Carpet Area,Rodamestri Nagar,Hyderabad,Unfurnished,Bachelors,Contact Owner
